Friday feat Mufasa  Hypeman  Dopamine ReEdit,"Riton and Nightcrawlers and Mufasa & Hypeman and ",2021,82
RAPSTAR,Polo G,2021,79
Till I Collapse,Eminem and Nate Dogg,2002,55
Memories,Maroon 5,2019,77
Se Le Ve,Arcangel and De La Ghetto and Justin Quiles and L,2021,56
k jacket feat Lil Baby,Gunna and Lil Baby,2022,90
EsqueaMe Se For C,Marï¿½ï¿½lia Mendonï¿½ï¿½a and Maiara &,2021,80
Min,Tini and Maria Becerra,2021,85
S,Anuel Aa and Myke Towers and Jhay Cortez,2021,63
MAMIII,Karol G and Becky G,2022,84
Still DRE,Dr. Dre and Snoop Dogg,1999,81
Stay Alive Prod SUGA of BTS,Jung Kook,2022,51
Boyfriend,Dove Cameron,2022,35
The Next Episode,Dr. Dre and Snoop Dogg,1999,92
Light Switch,Charlie Puth,2022,69
City of Gods,Kanye West and Alicia Keys and Fivio Foreign,2022,47
Brividi,Mahmood and Blanco,2022,52
Lost,Frank Ocean,2012,91
In Da Club,50 Cent,2002,90
shes all i wanna be,Tate McRae,2022,61
"Ginseng Strip ",Yung Lean,2013,60
All For Us  from the HBO Original Series Euphoria,Labrinth and Zendaya,2019,37
Notion,The Rare Occasions,2016,31
Formula,Labrinth,2019,57
Excuses,Intense and AP Dhillon and Gurinder Gill,2020,84
Cigarettes,Juice WRLD,2021,60
"Cay La Noche feat Cruz Cafun Abhir Hathi Bejo EL ",Quevedo and La Pantera and Juseph and Cruz Cafunï,2022,67
California Love  Original Version Explicit,Dr. Dre and 2Pac and Roger,1995,77
Forgot About Dre,Eminem and Dr. Dre,1999,93
Down Under feat Colin Hay,Luude and Colin Hay,2021,31
Mujeriego,Ryan Castro,2021,76
HUMBLE,Kendrick Lamar,2017,91
Stan,Eminem and Dido,1999,78
Contection,GODZZ__- and Zakaria,2020,81
Swim,Chase Atlantic,2017,67
Numb Little Bug,Em Beihold,2022,74
NULL,Mainstreet and Chefin,2022,79
Problem,Alvaro Diaz and Rauw Alejandro,2021,73
Bussin,Nicki Minaj and Lil Baby,2022,89
Worst Day,Future,2022,65
Malvada,Zï¿½ï¿½ Fe,2022,89
Hrs and Hrs,Muni Long,2021,51
Alien Blues,Vundabar,2015,47
Thinking Out Loud,Ed Sheeran,2014,78
Still Dont Know My Name,Labrinth,2019,31
Christmas Tree,V,2021,44
When I RIP,Labrinth,2019,39
Do We Have A Problem,Nicki Minaj and Lil Baby,2022,84
Forever,Labrinth,2019,56
Gospel with Eminem,Eminem and Dr. Dre,2022,92
Seo,Shawn Mendes and Camila Cabello,2019,76
NEW MAGIC WAND,Tyler and The Creator,2019,62
Adore You,Harry Styles,2019,68
La Santa,Daddy Yankee and Bad Bunny,2020,74
"Something In The Way  Remastered ",Nirvana,1991,44
Sweetest Pie,Dua Lipa and Megan Thee Stallion,2022,81
Bam Bam feat Ed Sheeran,Camila Cabello and Ed Sheeran,2022,76
Una Noche en Medell,Cris Mj,2022,87
Envolver,Anitta,2021,81
Starlight,Dave,2022,95
HatiHati di Jalan,Tulus,2022,64
DANA,Mc Pedrinho and Pedro Sampaio,2022,78
Yo Voy feat Daddy Yankee,Zion & Lennox,2004,81
"Residente Bzrp Music Sessions Vol ",Residente and Bizarrap,2022,59
Jordan,Ryan Castro,2021,80
Nail Tech,Jack Harlow,2022,65
Chale,Eden Muï¿½ï,2022,55
Ya No Somos Ni Seremos,Christian Nodal,2022,59
Freaky Deaky,Tyga and Doja Cat,2022,80
this is what falling in love feels like,JVKE,2021,42
La Zona,Bad Bunny,2020,76
Hope,XXXTENTACION,2018,59
Levitating,Dua Lipa,2020,69
Wake Me Up  Radio Edit,Avicii,2013,53
jealousy jealousy,Olivia Rodrigo,2021,70
Mony so,YEAT,2021,69
Demasiadas Mujeres,C. Tangana,2020,67
Something Just Like This,The Chainsmokers and Coldplay,2017,61
Closer,The Chainsmokers and Halsey,2016,75
OO,NMIXX,2022,39
Toms Diner,AnnenMayKantereit and Giant Rooks,2019,68
First Class,Jack Harlow,2022,91
Fuera del mercado,Danny Ocean,2022,45
X LTIMA,Daddy Yankee and Bad Bunny,2022,81
When Youre Gone,Shawn Mendes,2022,60
In My Head,Lil Tjay,2022,68
Wait a Minute,Willow,2015,76
LOVE DIVE,IVE,2022,70
Pantysito,Feid and Alejo and Robi,2022,83
Chance,Paulo Londra,2022,72
Cool for the Summer,Demi Lovato,2015,59
psychofreak feat WILLOW,Camila Cabello and Willow,2022,63
Angel Baby,Troye Sivan,2021,56
Vampiro,"Matuï¿½ï¿½ and Wiu and ",2022,78
Si Quieren Frontear,De La Ghetto and Duki and Quevedo,2022,79
Right On,Lil Baby,2022,70
Thats Hilarious,Charlie Puth,2022,71
Soy El Unico,Yahritza Y Su Esencia,2022,71
RUMBAT,Daddy Yankee,2022,69
sentaDONA Remix s,Luï¿½ï¿½sa Sonza and MC Frog and Dj Gabriel do Bo,2022,93
Falling,Harry Styles,2019,57
Sigue,Ed Sheeran and J Balvin,1996,89
Fim de Semana no Rio,teto,2022,87
MANIAC,Stray Kids,2022,58
Theres Nothing Holdin Me Back,Shawn Mendes,2016,86
IDGAF with blackbear,Blackbear and BoyWithUke,2022,78
Golden,Harry Styles,2019,45
Get Lucky  Radio Edit,Pharrell Williams and Nile Rodgers and Daft Punk,2013,79
Aint Shit,Doja Cat,2021,86
Nobody Like U  From Turning Red,Jordan Fisher and Josh Levi and Finneas O'Connell,2022,91
Still Life,BIGBANG,2022,68
Photograph,Ed Sheeran,2014,61
Love Yourself,Justin Bieber,2015,61
N,Kendrick Lamar,2022,81
About Damn Time,Lizzo,2022,84
Die Hard,Kendrick Lamar and Blxst and Amanda Reifer,2022,78
Despus de la P,Bad Bunny,2022,56
United In Grief,Kendrick Lamar,2022,52
Father Time feat Sampha,Kendrick Lamar and Sampha,2022,55
Rich Spirit,Kendrick Lamar,2022,85
Me Fui de Vacaciones,Bad Bunny,2022,71
Silent Hill,Kendrick Lamar and Kodak Black,2022,92
La Corriente,Tony Dize and Bad Bunny,2022,66
Count Me Out,Kendrick Lamar,2022,78
Andrea,Buscabulla and Bad Bunny,2022,80
"Dos Mil ",Bad Bunny,2022,82
We Cry Together,Kendrick Lamar and Taylour Paige,2022,65
Savior,Kendrick Lamar and Sam Dew and Baby Keem,2022,61
Un Coco,Bad Bunny,2022,84
Otro Atardecer,Bad Bunny and The Marï¿½ï,2022,78
Worldwide Steppers,Kendrick Lamar,2022,56
Aguacero,Bad Bunny,2022,86
Purple Hearts,Kendrick Lamar and Ghostface Killah and Summer Wa,2022,57
Un Verano Sin Ti,Bad Bunny,2022,50
ULTRA SOLO,Polima WestCoast and Pailita,2022,80
"Ensame ",Bad Bunny,2022,81
El Apag,Bad Bunny,2022,63
Callaita,Bad Bunny and Tainy,2019,61
Dua Lipa,Jack Harlow,2022,83
Agosto,Bad Bunny,2022,85
House Of Memories,Panic! At The Disco,2016,51
Mr Morale,Kendrick Lamar and Tanna Leone,2022,73
That That prod  feat SUGA of BTS,PSY and Suga,2022,91
In The Stars,Benson Boone,2022,36
Rich  Interlude,Kendrick Lamar,2022,44
SUPERMODEL,Mï¿½ï¿½ne,2022,64
Stefania Kalush Orchestra,KALUSH,2022,83
Thousand Miles,The Kid Laroi,2022,38
Crown,Kendrick Lamar,2022,37
Auntie Diaries,Kendrick Lamar,2022,43
PUFFIN ON ZOOTIEZ,Future,2022,88
Mirror,Kendrick Lamar,2022,66
Beautiful Girl,Luciano,2022,84
Savior  Interlude,Kendrick Lamar,2022,66
Pasoori,Shae Gill and Ali Sethi,2022,71
Mother I Sober feat Beth Gibbons of Portishead,Kendrick Lamar and Beth Gibbons,2022,49
TUS LGR,Sech and Mora,2022,68
Where Did You Go,MNEK and Jax Jones,2022,77
I Tried to Tell Yall,Ugly Dray and Tesla Jnr,2022,71
Honest feat Don Toliver,Justin Bieber and Don Toliver,2022,82
ZOOM,Jessi,2022,87
SloMo,Chanel,2021,73
FEARLESS,LE SSERAFIM,2022,86
Things I Hate About You,Leah Kate,2022,54
SPACE MAN,Sam Ryder,2022,47
With you,HA SUNG WOON and Jimin,2022,53
Iris,The Goo Goo Dolls,1998,32
"The Heart Part ",Kendrick Lamar,2022,76
San Lucas,Kevin Kaarl,2019,58
This Love Taylors Ve,Taylor Swift,2022,47
Good Looking,Suki Waterhouse,2017,37
Flowers,Lauren Spencer Smith,2021,70
Yet To Come,BTS,2022,56
Run BTS,BTS,2022,72
Music For a Sushi Restaurant,Harry Styles,2022,72
Matilda,Harry Styles,2022,51
For Youth,BTS,2022,63
Vegas From the Original Motion Picture Soundtrack,Doja Cat,2022,80
Cash In Cash Out,Pharrell Williams and Tyler and The Creator and 2,2022,88
Potion with Dua Lipa  Young Thug,Calvin Harris and Dua Lipa and Young Thug,2022,82
Born Singer,BTS,2022,60
Little Freak,Harry Styles,2022,56
La Llevo Al Cielo Ft engo F,Nengo Flow and Anuel Aa and Chris Jedi and Chench,2022,80
True Love,Kanye West and XXXTENTACION,2022,71
Pass The Dutchie,Musical Youth,1982,73
"Villano Antillano Bzrp Music Sessions Vol ",Bizarrap and Villano Antillano,2022,82
Love Of My Life,Harry Styles,2022,56
Grapejuice,Harry Styles,2022,65
So Good,Halsey,2022,63
Belly Dancer,BYOR and Imanbek,2022,85
Keep Driving,Harry Styles,2022,72
Cinema,Harry Styles,2022,83
Die Young feat aidan,Sleepy hallow and 347aidan,2022,81
Only Love Can Hurt Like This,Paloma Faith,2014,57
Hold My Hand,Lady Gaga,2022,51
Daydreaming,Harry Styles,2022,71
Nos Comemos feat Ozuna,Ozuna and Tiago pzk,2022,83
Me and Your Mama,Childish Gambino,2016,56
Crazy What Love Can Do,David Guetta and Ella Henderson and Becky Hill,2022,60
SLOW DANCING IN THE DARK,Joji,2018,52
Antes de Perderte,Duki,2022,81
NULL,Sidhu Moose Wala,2021,68
En El Radio Un Cochinero,Victor Cibrian,2022,70
Master of Puppets Remastered,Metallica,1986,54
BREAK MY SOUL,Beyoncï¿,2022,70
ULTRA SOLO REMIX,De La Ghetto and Feid and Polima WestCoast and Pa,2022,91
Massive,Drake,2022,51
Betty Get Money,Yung Gravy,2022,73
Ojos Marrones,Lasso,2022,81
POP,Nayeon,2022,80
Layla,Schï¿½ï¿½rze and DJ R,2022,44
MORE,j-hope,2022,78
Sweet Child O Mine,Guns N' Roses,1987,45
Last Last,Burna Boy,2022,80
Sticky,Drake,2022,88
Hot Shit feat Ye  Lil Durk,Kanye West and Lil Durk and Cardi B,2022,88
Ai Preto,L7nnon and DJ Biel do Furduncinho and Bianca,2022,95
La Loto,Anitta and Tini and Becky G,2022,85
die first,Nessa Barrett,2022,44
Afraid To Feel,LF System,2022,58
Baile no Morro,Mc Vitin Da Igrejinha and MC Tairon and DJ Win,2022,71
cmo dormi,Rels B,2022,63
STAYING ALIVE feat Drake  Lil Baby,Drake and DJ Khaled and Lil Baby,2022,72
Si Te La Encuentras Por Ah,Feid,2022,74
GIVENCHY,Duki,2022,61
ALIEN SUPERSTAR,Beyoncï¿,2022,55
Mary On A Cross,Ghost,2019,47
Attention,NewJeans,2022,81
THE SHADE,Rex Orange County,2022,90
Come Back Home  From Purple Hearts,Sofia Carson,2022,56
El Rescate,Grupo Marca Registrada and Junior H,2022,79
Heartless,Kanye West,2008,79
Stay With Me with Justin Timberlake Halsey  Pharr,Calvin Harris and Halsey and Pharrell Williams an,2022,81
JGL,Luis R Conriquez and La Adictiva,2022,70
Dont You Worry,David Guetta and Shakira and Black Eyed Peas,2022,82
Pipoco,Melody and Ana Castela and Dj Chris No Beat,2022,77
Forget Me,Lewis Capaldi,2022,67
"Bound ",Kanye West,2013,37
Talk that Talk,TWICE,2022,77
BILLIE EILISH,Armani White,2022,90
"Ferxxo ",Feid,2022,70
KU LO SA  A COLORS SHOW,Oxlade,2022,65
Prohibidox,Feid,2022,65
Static,Steve Lacy,2022,34
The Scientist,Coldplay,2002,56
Sparks,Coldplay,2000,37
Talk,YEAT,2022,70
XQ Te Pones As,Yandel and Feid,2022,81
Selfish,PnB Rock,2016,64
Sin Se,Ovy On The Drums and Quevedo,2022,82
Lady Mi Amor,Feid,2022,78
Poland,Lil Yachty,2022,70
THE LONELIEST,Mï¿½ï¿½ne,2022,52
Bye Bye,Marshmello and Juice WRLD,2022,65
BABY OTAKU,Fran C and Polima WestCoast and Nickoog Clk and P,2022,84
Nxde,(G)I-DLE,2022,73
Miss You,Southstar,1982,66
we fell in love in october,girl in red,2018,57
Be Loved Am I Ready,Lizzo,2022,72
Celestial,Ed Sheeran,2022,57
Typa Girl,BLACKPINK,2022,92
California Breeze,Lil Baby,2022,74
Bamba feat Aitch  BIA,Luciano and Aitch and Bï¿½,2022,80
Casei Com a Putaria,MC Ryan SP and Love Funk and Mc Paiva ZS,2022,59
Major Distribution,Drake and 21 Savage,2022,91
Pussy  Millions feat Travis Scott,Drake and Travis Scott and 21 Savage,2022,75
Vigilante Shit,Taylor Swift,2022,80
Question,Taylor Swift,2022,75
On BS,Drake and 21 Savage,2022,84
Mastermind,Taylor Swift,2022,66
Circo Loco,Drake and 21 Savage,2022,73
Spin Bout U,Drake and 21 Savage,2022,77
Wouldve Couldve Shouldve,Taylor Swift,2022,48
Con La Brisa,Ludwig Goransson and Foudeqush,2022,62
Privileged Rappers,Drake and 21 Savage,2022,93
The Astronaut,Jin,2022,54
BackOutsideBoyz,Drake,2022,85
Broke Boys,Drake and 21 Savage,2022,64
The Great War,Taylor Swift,2022,57
My Mind  Me,Selena Gomez,2022,60
Bigger Than The Whole Sky,Taylor Swift,2022,42
A Veces feat Feid,Feid and Paulo Londra,2022,80
En La De Ella,Feid and Sech and Jhayco,2022,82
Alone,Burna Boy,2022,61
